id,check_date,club_id,user_id,status,notes,violations_count
1,2025-04-20,21,4,active,,1
2,2025-04-25,2,1,active,,2
3,2025-04-25,4,1,active,,1
4,2025-04-25,3,1,active,,3
5,2025-04-27,5,1,active,,3
